time,Population,hotspot
May 2014,529888413.5471027,China
June 2014,530590401.8992988,China
July 2014,528978964.0662811,China
August 2014,531064495.7080163,China
September 2014,530863311.7143527,China
October 2014,531591386.18389565,China
November 2014,532982156.9572689,China
December 2014,531211160.85423577,China
January 2015,531054261.61185133,China
February 2015,531262282.0860581,China
March 2015,531642482.5742571,China
April 2015,532707033.83706045,China
May 2015,533446709.83976144,China
June 2015,533724583.0324992,China
July 2015,534593782.5097552,China
August 2015,534137329.708711,China
September 2015,535889293.86538124,China
October 2015,534536393.4129426,China
November 2015,537800942.0214959,China
December 2015,536079457.5445653,China
January 2016,534983452.7563327,China
February 2016,535130479.3959863,China
March 2016,536985329.7963828,China
